,Name,Country,City,Michelin_stars,Cuisine
699,AIRrepublic,MICHELIN Guide Netherlands,Cadzand,m,"Seafood, Seafood"
700,De Groene Lantaarn,MICHELIN Guide Netherlands,Staphorst,n,"Creative, Creative"
701,Tilia,MICHELIN Guide Netherlands,Etten-Leur,m,Modern Cuisine
702,Parkheuvel,MICHELIN Guide Netherlands,Rotterdam,n,Modern Cuisine
703,Meliefste,MICHELIN Guide Netherlands,Wolphaartsdijk,m,Creative
704,Soigné,MICHELIN Guide Netherlands,Bussum,m,"Market Cuisine, Market Cuisine"
705,Tante Koosje,MICHELIN Guide Netherlands,Loenen aan de Vecht,m,Modern French
706,Vermeer,MICHELIN Guide Netherlands,Amsterdam,m,Organic
707,Eden,MICHELIN Guide Netherlands,Valkenswaard,m,"Modern Cuisine, Modern Cuisine"
708,Versaen,MICHELIN Guide Netherlands,Ravenstein,m,Creative
709,Noble Kitchen,MICHELIN Guide Netherlands,Cromvoirt,m,"Modern Cuisine, Modern Cuisine"
710,Bolenius,MICHELIN Guide Netherlands,Amsterdam,m,Creative
711,Wils,MICHELIN Guide Netherlands,Amsterdam,m,World Cuisine
712,OONIVOO,MICHELIN Guide Netherlands,Uden,m,Modern French
713,Bord'Eau,MICHELIN Guide Netherlands,Amsterdam,m,Creative
714,O&O,MICHELIN Guide Netherlands,Sint Willebrord,m,"Asian, Asian"
715,Joelia,MICHELIN Guide Netherlands,Rotterdam,m,Modern French
716,Yamazato,MICHELIN Guide Netherlands,Amsterdam,m,Japanese
717,Zeezout,MICHELIN Guide Netherlands,Rotterdam,m,"Seafood, Seafood"
718,Marrees,MICHELIN Guide Netherlands,Weert,m,Modern Cuisine
719,Bij Jef,MICHELIN Guide Netherlands,Den Hoorn,m,Classic Cuisine
720,Latour,MICHELIN Guide Netherlands,Noordwijk aan Zee,m,Modern Cuisine
721,Aan de Zweth,MICHELIN Guide Netherlands,Schipluiden,m,Modern French
722,Flicka,MICHELIN Guide Netherlands,Kerkdriel,m,Modern Cuisine
723,Kilian Stuba,MICHELIN Guide Austria,Hirschegg,m,Creative
724,Haerlin,MICHELIN Guide Germany,Hamburg,n,"Creative French, Creative French"
725,der Schneider,MICHELIN Guide Germany,Dortmund,m,"Modern Cuisine, Modern Cuisine"
726,Zur Post,MICHELIN Guide Germany,Odenthal,m,Modern Cuisine
727,Le Flair,MICHELIN Guide Germany,Düsseldorf,m,French
728,Orangerie,MICHELIN Guide Germany,Timmendorfer Strand,m,Classic French
729,Rebers Pflug,MICHELIN Guide Germany,Schwäbisch Hall,m,Market Cuisine
730,"Gourmetrestaurant ""fine dining RS""",MICHELIN Guide Germany,Salach,m,"French Contemporary, French Contemporary"
731,Atelier Sanssouci,MICHELIN Guide Germany,Radebeul,m,"Classic Cuisine, Classic Cuisine"
732,Lorenz Adlon Esszimmer,MICHELIN Guide Germany,Berlin,n,Creative
733,Apicius,MICHELIN Guide Germany,Bad Zwischenahn,m,Modern French
734,SKYKITCHEN,MICHELIN Guide Germany,Berlin,m,Modern Cuisine
735,maiBeck,MICHELIN Guide Germany,Cologne,m,"Modern Cuisine, Modern Cuisine"
736,Traube,MICHELIN Guide Germany,Efringen-Kirchen,m,"Modern Cuisine, Modern Cuisine"
737,BODENDORF'S,MICHELIN Guide Germany,Sylt,m,"Modern French, Modern French"
738,Johanns,MICHELIN Guide Germany,Waldkirchen,m,"Modern Cuisine, Modern Cuisine"
739,JUWEL,MICHELIN Guide Germany,Schirgiswalde-Kirschau,m,"Modern French, Modern French"
740,Gourmet Restaurant im Schlosshotel Münchhausen,MICHELIN Guide Germany,Aerzen,m,"Classic French, Classic French"
741,Cheval Blanc,MICHELIN Guide Germany,Illschwang,m,"Classic Cuisine, Classic Cuisine"
742,San Martino - Gourmet,MICHELIN Guide Germany,Constance,m,Creative French
743,[KOOK] 36,MICHELIN Guide Germany,Moos bei Deggendorf,m,"Creative, Creative"
744,Wolfshöhle,MICHELIN Guide Germany,Freiburg im Breisgau,m,Modern French
745,Jante,MICHELIN Guide Germany,Hanover,n,"Creative, Creative"
746,Coeur D'Artichaut,MICHELIN Guide Germany,Münster,m,"Modern French, Modern French"
747,Tian,MICHELIN Guide Germany,Munich,m,Vegetarian
748,Kucher's Gourmet,MICHELIN Guide Germany,Darscheid,m,"Classic Cuisine, Classic Cuisine"
749,Weinschänke Schloss Groenesteyn,MICHELIN Guide Germany,Kiedrich,m,"Modern Cuisine, Modern Cuisine"
750,Victor's Fine Dining by christian bau,MICHELIN Guide Germany,Perl-Nennig,o,Creative
751,Philipp Soldan,MICHELIN Guide Germany,Frankenberg,m,"Creative, Creative"
752,Reuter,MICHELIN Guide Germany,Rheda-Wiedenbrück,m,"Modern French, Modern French"
753,5,MICHELIN Guide Germany,Stuttgart,m,Modern Cuisine
754,Zeitwerk,MICHELIN Guide Germany,Wernigerode,m,"Creative, Creative"
755,Mühlenhelle,MICHELIN Guide Germany,Gummersbach,m,Modern French
756,PURS,MICHELIN Guide Germany,Andernach,n,Modern Cuisine
757,REISERS am Stein,MICHELIN Guide Germany,Würzburg,m,"Creative, Creative"
758,Erbprinz,MICHELIN Guide Germany,Ettlingen,m,"Classic Cuisine, Classic Cuisine"
759,Leos by Stephan Brandl,MICHELIN Guide Germany,Bad Kötzing,m,"Creative, Creative"
760,Hannappel,MICHELIN Guide Germany,Essen,m,"Modern Cuisine, Modern Cuisine"
761,Frühsammers Restaurant,MICHELIN Guide Germany,Berlin,m,"Modern Cuisine, Modern Cuisine"
762,Hugos,MICHELIN Guide Germany,Berlin,m,"Modern Cuisine, Modern Cuisine"
763,Werners Restaurant,MICHELIN Guide Germany,Gernsbach,m,Classic French
764,maximilian lorenz,MICHELIN Guide Germany,Cologne,m,"Modern Cuisine, Modern Cuisine"
765,Stadtpfeiffer,MICHELIN Guide Germany,Leipzig,m,Modern French
766,Aska,MICHELIN Guide Germany,Regensburg,m,"Japanese, Japanese"
767,Alte Schule - Klassenzimmer,MICHELIN Guide Germany,Feldberger Seenlandschaft,m,"Modern Cuisine, Modern Cuisine"
768,Piment,MICHELIN Guide Germany,Hamburg,m,"Creative, Creative"
769,Raubs Landgasthof,MICHELIN Guide Germany,Kuppenheim,m,"Classic French, Classic French"
770,Falco,MICHELIN Guide Germany,Leipzig,n,Creative
771,Gasthaus zum Raben,MICHELIN Guide Germany,Horben,m,"Classic French, Classic French"
772,Schiller's Manufaktur,MICHELIN Guide Germany,Koblenz,m,"Classic Cuisine, Classic Cuisine"
773,La Bécasse,MICHELIN Guide Germany,Aachen,m,Classic French
774,Hirschen,MICHELIN Guide Germany,Sulzburg,n,Classic French
775,Ahlmanns,MICHELIN Guide Germany,Kiel,m,Creative
776,Ostseelounge,MICHELIN Guide Germany,Dierhagen,m,Modern Cuisine
777,temporaire - Köhlerstube,MICHELIN Guide Germany,Baiersbronn,m,"Modern Cuisine, Modern Cuisine"
778,le Corange,MICHELIN Guide Germany,Mannheim,m,"Modern French, Modern French"
779,Stein's Traube,MICHELIN Guide Germany,Mainz,m,"Market Cuisine, Market Cuisine"
780,KAI3,MICHELIN Guide Germany,Hörnum,m,"Creative, Creative"
781,Schranners Waldhorn,MICHELIN Guide Germany,Tübingen,m,Classic Cuisine
782,Roter Hahn,MICHELIN Guide Germany,Regensburg,m,Modern Cuisine
783,Wirtshaus Meyers Keller,MICHELIN Guide Germany,Nördlingen,m,"Market Cuisine, Market Cuisine"
784,Koch und Kellner,MICHELIN Guide Germany,Nuremberg,m,"Modern Cuisine, Modern Cuisine"
785,Huberwirt,MICHELIN Guide Germany,Pleiskirchen,m,"Modern Cuisine, Modern Cuisine"
786,Anthony's Kitchen,MICHELIN Guide Germany,Meerbusch,m,"International, International"
787,EssZimmer,MICHELIN Guide Germany,Munich,n,"Modern French, Modern French"
788,Adler,MICHELIN Guide Germany,Lahr,m,Modern French
789,Gourmetrestaurant Dirk Maus,MICHELIN Guide Germany,Heidesheim am Rhein,m,"Classic French, Classic French"
790,Die Brasserie,MICHELIN Guide Germany,Pirmasens,m,"Classic Cuisine, Classic Cuisine"
791,Aubergine,MICHELIN Guide Germany,Starnberg,m,Creative
792,La Cuisine Rademacher,MICHELIN Guide Germany,Cologne,m,Modern French
793,Aqua,MICHELIN Guide Germany,Wolfsburg,o,"Creative, Creative"
794,Zehner's Stube,MICHELIN Guide Germany,Pfaffenweiler,m,Classic French
795,Gustav,MICHELIN Guide Germany,Frankfurt on the Main,n,"Creative, Creative"
796,s'Äpfle,MICHELIN Guide Germany,Bodman-Ludwigshafen,m,"Modern Cuisine, Modern Cuisine"
797,Falconera,MICHELIN Guide Germany,Öhningen-Schienen,m,"Classic French, Classic French"
798,faelt,MICHELIN Guide Germany,Berlin,m,"Regional Cuisine, Regional Cuisine"
799,Berens am Kai,MICHELIN Guide Germany,Düsseldorf,m,Modern Cuisine
800,Agata's,MICHELIN Guide Germany,Düsseldorf,m,"Modern Cuisine, Modern Cuisine"
801,Keidenzeller Hof,MICHELIN Guide Germany,Langenzenn,m,"Modern Cuisine, Modern Cuisine"
802,Anima,MICHELIN Guide Germany,Tuttlingen,m,"Creative, Creative"
803,Kunz,MICHELIN Guide Germany,Sankt Wendel,m,Classic French
804,Luce d'Oro,MICHELIN Guide Germany,Krün,n,"Modern Cuisine, Modern Cuisine"
805,SEO Küchenhandwerk,MICHELIN Guide Germany,Langenargen,m,"Modern Cuisine, Modern Cuisine"
806,Friedrich Franz,MICHELIN Guide Germany,Bad Doberan,m,Modern Cuisine
807,Landhaus Köpp,MICHELIN Guide Germany,Xanten,m,"Classic French, Classic French"
808,Schlossberg,MICHELIN Guide Germany,Baiersbronn,m,"Creative, Creative"
809,Die Zirbelstube,MICHELIN Guide Germany,Stuttgart,m,Modern French
810,Restaurant Überfahrt Christian Jürgens,MICHELIN Guide Germany,Rottach-Egern,o,Creative
811,Sartory,MICHELIN Guide Germany,Augsburg,m,"Classic Cuisine, Classic Cuisine"
812,Courtier,MICHELIN Guide Germany,Weissenhaus,n,"Creative, Creative"
813,mural,MICHELIN Guide Germany,Munich,m,"Creative, Creative"
814,Casala,MICHELIN Guide Germany,Meersburg,m,"Modern Cuisine, Modern Cuisine"
815,Wielandshöhe,MICHELIN Guide Germany,Stuttgart,m,"Classic French, Classic French"
816,Gutshaus Stolpe,MICHELIN Guide Germany,Stolpe,m,Creative
817,Laudensacks Gourmet Restaurant,MICHELIN Guide Germany,Bad Kissingen,m,"Classic Cuisine, Classic Cuisine"
818,Oettinger's Restaurant,MICHELIN Guide Germany,Fellbach,m,"Modern French, Modern French"
819,Wein- und Tafelhaus,MICHELIN Guide Germany,Trittenheim,m,"Market Cuisine, Market Cuisine"
820,Yunico,MICHELIN Guide Germany,Bonn,m,"Japanese, Japanese"
821,The Table Kevin Fehling,MICHELIN Guide Germany,Hamburg,o,Creative
822,Erno's Bistro,MICHELIN Guide Germany,Frankfurt on the Main,m,"Classic French, Classic French"
823,Speisemeisterei,MICHELIN Guide Germany,Stuttgart,m,"Modern Cuisine, Modern Cuisine"
824,Alte Pfarrey,MICHELIN Guide Germany,Neuleiningen,m,"Modern French, Modern French"
825,Balthasar,MICHELIN Guide Germany,Paderborn,m,"Modern French, Modern French"
826,"Christian & Friends, Tastekitchen",MICHELIN Guide Germany,Fulda,m,"Modern Cuisine, Modern Cuisine"
827,L.A. Jordan,MICHELIN Guide Germany,Deidesheim,m,"Creative, Creative"
828,Gabelspiel,MICHELIN Guide Germany,Munich,m,"Modern Cuisine, Modern Cuisine"
829,Gut Lärchenhof,MICHELIN Guide Germany,Pulheim,m,"Modern French, Modern French"
830,Gasthof Krone,MICHELIN Guide Germany,Waldenbuch,m,Classic Cuisine
831,Malathounis,MICHELIN Guide Germany,Kernen-Stetten im Remstal,m,Mediterranean Cuisine
832,Steinheuers Restaurant Zur Alten Post,MICHELIN Guide Germany,Bad Neuenahr-Ahrweiler,n,"Classic French, Classic French"
833,Der Zauberlehrling,MICHELIN Guide Germany,Stuttgart,m,Creative
834,Balthazar,MICHELIN Guide Germany,Timmendorfer Strand,m,"Innovative, Innovative"
835,Nobelhart & Schmutzig,MICHELIN Guide Germany,Berlin,m,"Creative, Creative"
836,Jan´s Restaurant,MICHELIN Guide Germany,Detmold,m,"Seasonal Cuisine, Seasonal Cuisine"
837,DiVa,MICHELIN Guide Germany,Scharbeutz,m,"Modern French, Modern French"
838,Atelier,MICHELIN Guide Germany,Munich,o,Creative French
839,GOLVET,MICHELIN Guide Germany,Berlin,m,Creative
840,CODA Dessert Dining,MICHELIN Guide Germany,Berlin,n,"Creative, Creative"
841,bianc,MICHELIN Guide Germany,Hamburg,n,"Creative, Creative"
842,Waldhotel Sonnora,MICHELIN Guide Germany,Dreis,o,Classic French
843,Le Cerf,MICHELIN Guide Germany,Zweiflingen,n,Classic French
844,astrein,MICHELIN Guide Germany,Cologne,m,"Classic Cuisine, Classic Cuisine"
845,Clostermanns Le Gourmet,MICHELIN Guide Germany,Niederkassel,m,"Creative, Creative"
846,Gregor's Fine Dining,MICHELIN Guide Germany,Rötz,m,"Classic Cuisine, Classic Cuisine"
847,Restaurant Villa Merton,MICHELIN Guide Germany,Frankfurt on the Main,m,"Classic Cuisine, Classic Cuisine"
848,Meierei Dirk Luther,MICHELIN Guide Germany,Glücksburg,n,"Classic Cuisine, Classic Cuisine"
849,L'étable,MICHELIN Guide Germany,Bad Hersfeld,m,"Classic Cuisine, Classic Cuisine"
850,Landhaus Feckl,MICHELIN Guide Germany,Ehningen,m,Classic French
851,ernst,MICHELIN Guide Germany,Berlin,m,"Creative, Creative"
852,temporaire - Schwarzwaldstube,MICHELIN Guide Germany,Baiersbronn,o,"Classic French, Classic French"
853,Tim Raue,MICHELIN Guide Germany,Berlin,n,"Asian, Asian"
854,Söl'ring Hof,MICHELIN Guide Germany,Rantum,n,"Creative, Creative"
855,Da Vinci,MICHELIN Guide Germany,Koblenz,m,"French, French"
856,Genuss-Apotheke,MICHELIN Guide Germany,Bad Säckingen,m,"Creative, Creative"
857,VILLINO,MICHELIN Guide Germany,Lindau,m,"Modern Cuisine, Modern Cuisine"
858,Zur Krone,MICHELIN Guide Germany,Neupotz,m,"Market Cuisine, Market Cuisine"
859,Laurentius,MICHELIN Guide Germany,Weikersheim,m,"Country cooking, Country cooking"
860,Buchner,MICHELIN Guide Germany,Niederwinkling,m,"Modern Cuisine, Modern Cuisine"
861,Petit Amour,MICHELIN Guide Germany,Hamburg,m,"Creative French, Creative French"
862,Hupperts,MICHELIN Guide Germany,Stuttgart,m,Classic Cuisine
863,Le Jardin de France,MICHELIN Guide Germany,Baden-Baden,m,Classic French
864,Kulmeck by Tom Wickboldt,MICHELIN Guide Germany,Heringsdorf,m,"Modern Cuisine, Modern Cuisine"
865,Jungborn,MICHELIN Guide Germany,Bad Sobernheim,m,"Modern Cuisine, Modern Cuisine"
866,halbedel's Gasthaus,MICHELIN Guide Germany,Bonn,m,Modern French
867,Landhaus Scherrer,MICHELIN Guide Germany,Hamburg,m,"Classic Cuisine, Classic Cuisine"
868,Waidwerk,MICHELIN Guide Germany,Nuremberg,m,Modern Cuisine
869,GästeHaus Klaus Erfort,MICHELIN Guide Germany,Saarbrücken,n,Classic French
870,La Société,MICHELIN Guide Germany,Cologne,m,"Modern Cuisine, Modern Cuisine"
871,Hofstube,MICHELIN Guide Germany,Schmallenberg,m,Modern Cuisine
872,ESS ATELIER STRAUSS,MICHELIN Guide Germany,Oberstdorf,m,"Classic Cuisine, Classic Cuisine"
873,Schwabenstube,MICHELIN Guide Germany,Asperg,m,Classic French
874,Le Gourmet,MICHELIN Guide Germany,Heidelberg,m,"Modern Cuisine, Modern Cuisine"
875,Seestern,MICHELIN Guide Germany,Ulm,m,Modern French
876,Ophelia,MICHELIN Guide Germany,Constance,n,"Creative French, Creative French"
877,Nagaya,MICHELIN Guide Germany,Düsseldorf,m,Japanese
878,prism,MICHELIN Guide Germany,Berlin,m,"Israeli, Israeli"
879,Doblers,MICHELIN Guide Germany,Mannheim,m,Classic Cuisine
880,Obendorfer's Eisvogel,MICHELIN Guide Germany,Neunburg vorm Wald,n,"Creative, Creative"
881,Schwitzer's am Park,MICHELIN Guide Germany,Waldbronn,m,Classic Cuisine
882,Carmelo Greco,MICHELIN Guide Germany,Frankfurt on the Main,m,Italian
883,Schwarzreiter,MICHELIN Guide Germany,Munich,m,"Modern Cuisine, Modern Cuisine"
884,Ursprung,MICHELIN Guide Germany,Königsbronn,m,"Creative, Creative"
885,Lakeside,MICHELIN Guide Germany,Hamburg,m,Modern Cuisine
886,OPUS V,MICHELIN Guide Germany,Mannheim,n,"Modern Cuisine, Modern Cuisine"
887,SoulFood,MICHELIN Guide Germany,Auerbach in der Oberpfalz,m,"Creative, Creative"
888,SIEDEPUNKT,MICHELIN Guide Germany,Ulm,m,"Modern French, Modern French"
889,Gasthof zum Bad,MICHELIN Guide Germany,Langenau,m,"Market Cuisine, Market Cuisine"
890,FAVORITE restaurant,MICHELIN Guide Germany,Mainz,m,"Modern French, Modern French"
891,Admiral,MICHELIN Guide Germany,Weisenheim am Berg,m,"Contemporary, Contemporary"
892,Eisenbahn,MICHELIN Guide Germany,Schwäbisch Hall,m,Modern French
893,Irma la Douce,MICHELIN Guide Germany,Berlin,m,Modern French
894,Rüssel's Landhaus,MICHELIN Guide Germany,Naurath/Wald,m,"Creative, Creative"
895,Christian's Restaurant - Gasthof Grainer,MICHELIN Guide Germany,Kirchdorf,m,Classic Cuisine
896,Setzkasten,MICHELIN Guide Germany,Düsseldorf,m,"Modern Cuisine, Modern Cuisine"
897,Ente,MICHELIN Guide Germany,Wiesbaden,m,"Classic French, Classic French"
898,kochZIMMER in der Gaststätte zur Ratswaage,MICHELIN Guide Germany,Potsdam,m,"Modern Cuisine, Modern Cuisine"
899,Kaupers Restaurant im Kapellenhof,MICHELIN Guide Germany,Selzen,m,"Modern Cuisine, Modern Cuisine"
900,ammolite - The Lighthouse Restaurant,MICHELIN Guide Germany,Rust,n,"Modern Cuisine, Modern Cuisine"
901,Les Deux,MICHELIN Guide Germany,Munich,n,Modern French
902,AUGUST,MICHELIN Guide Germany,Augsburg,n,Creative
903,Yoshi by Nagaya,MICHELIN Guide Germany,Düsseldorf,m,"Japanese, Japanese"
904,Restaurant Heinz Winkler,MICHELIN Guide Germany,Aschau im Chiemgau,n,Classic French
905,Gourmetrestaurant Dichter,MICHELIN Guide Germany,Rottach-Egern,m,"French Contemporary, French Contemporary"
906,taku,MICHELIN Guide Germany,Cologne,m,"Asian, Asian"
907,Oben,MICHELIN Guide Germany,Heidelberg,m,"Creative, Creative"
908,Weinstock,MICHELIN Guide Germany,Volkach,m,"Creative, Creative"
909,Cordo,MICHELIN Guide Germany,Berlin,m,"Creative, Creative"
910,1876 Daniel Dal-Ben,MICHELIN Guide Germany,Düsseldorf,m,"Creative, Creative"
911,Cookies Cream,MICHELIN Guide Germany,Berlin,m,Vegetarian
912,Goldener Anker,MICHELIN Guide Germany,Dorsten,m,"Classic Cuisine, Classic Cuisine"
913,Rosin,MICHELIN Guide Germany,Dorsten,n,"Creative, Creative"
914,Burg Nideggen - Brockel Schlimbach,MICHELIN Guide Germany,Nideggen,m,"Modern Cuisine, Modern Cuisine"
915,Haubentaucher,MICHELIN Guide Germany,Rottach-Egern,m,"International, International"
916,Frieda,MICHELIN Guide Germany,Leipzig,m,"Creative, Creative"
917,Ich weiß ein Haus am See,MICHELIN Guide Germany,Krakow am See,m,Classic French
918,Haus Stemberg,MICHELIN Guide Germany,Velbert,m,"Market Cuisine, Market Cuisine"
919,Jean,MICHELIN Guide Germany,Eltville am Rhein,m,"Classic French, Classic French"
920,Im Schiffchen,MICHELIN Guide Germany,Düsseldorf,m,Mediterranean Cuisine
921,Gourmet-Restaurant Der Butt,MICHELIN Guide Germany,Rostock,m,"Modern Cuisine, Modern Cuisine"
922,Français,MICHELIN Guide Germany,Frankfurt on the Main,m,"Modern French, Modern French"
923,einsunternull,MICHELIN Guide Germany,Berlin,m,"Creative, Creative"
924,YOSO,MICHELIN Guide Germany,Andernach,m,"Asian, Asian"
925,Restaurant 1797,MICHELIN Guide Germany,Panker,m,"Creative French, Creative French"
926,Goldberg,MICHELIN Guide Germany,Fellbach,n,"Modern Cuisine, Modern Cuisine"
927,Rutz,MICHELIN Guide Germany,Berlin,o,"Modern Cuisine, Modern Cuisine"
928,Philipp,MICHELIN Guide Germany,Sommerhausen,m,"Modern French, Modern French"
929,Alte Baiz,MICHELIN Guide Germany,Neuhausen,m,"Modern Cuisine, Modern Cuisine"
930,Bandol sur mer,MICHELIN Guide Germany,Berlin,m,Modern French
931,Horváth,MICHELIN Guide Germany,Berlin,n,Creative
932,BECKER'S,MICHELIN Guide Germany,Trier,m,"Creative, Creative"
933,schanz. restaurant.,MICHELIN Guide Germany,Piesport,n,"Modern French, Modern French"
934,Gourmetrestaurant Berlins Krone,MICHELIN Guide Germany,Bad Teinach-Zavelstein,m,Modern French
935,ferment,MICHELIN Guide Germany,Münster,m,"Creative, Creative"
936,Ratsstuben,MICHELIN Guide Germany,Haltern am See,m,Modern Cuisine
937,Alfredo,MICHELIN Guide Germany,Cologne,m,"Italian, Italian"
938,Hämmerle's Restaurant - Barrique,MICHELIN Guide Germany,Blieskastel,m,Modern French
939,Silberdistel,MICHELIN Guide Germany,Ofterschwang,m,Classic Cuisine
940,Storstad,MICHELIN Guide Germany,Regensburg,m,Creative
941,Sparkling Bistro,MICHELIN Guide Germany,Munich,m,"Modern Cuisine, Modern Cuisine"
942,Lafleur,MICHELIN Guide Germany,Frankfurt on the Main,n,"Modern French, Modern French"
943,Seesteg,MICHELIN Guide Germany,Norderney,m,"Modern Cuisine, Modern Cuisine"
944,Délice,MICHELIN Guide Germany,Stuttgart,m,"Creative, Creative"
945,Camers Schlossrestaurant,MICHELIN Guide Germany,Hohenkammer,m,"Mediterranean Cuisine, Mediterranean Cuisine"
946,Genießer Stube,MICHELIN Guide Germany,Friedland,m,Classic Cuisine
947,Schloss Filseck,MICHELIN Guide Germany,Uhingen,m,"Mediterranean Cuisine, Mediterranean Cuisine"
948,Alois - Dallmayr Fine Dining,MICHELIN Guide Germany,Munich,n,"Modern French, Modern French"
949,Alt Wyk,MICHELIN Guide Germany,Wyk auf Föhr,m,Classic Cuisine
950,La Fontaine,MICHELIN Guide Germany,Wolfsburg,m,Classic French
951,Schattbuch,MICHELIN Guide Germany,Amtzell,m,"Creative, Creative"
952,Le temple,MICHELIN Guide Germany,Neuhütten,m,Modern French
953,LOUIS restaurant,MICHELIN Guide Germany,Saarlouis,m,"Creative, Creative"
954,Das Marktrestaurant,MICHELIN Guide Germany,Mittenwald,m,Country cooking
955,Showroom,MICHELIN Guide Germany,Munich,m,Creative
956,Ox & Klee,MICHELIN Guide Germany,Cologne,n,"Modern Cuisine, Modern Cuisine"
957,Oswald's Gourmetstube,MICHELIN Guide Germany,Kaikenried,m,"Modern French, Modern French"
958,Sankt Benedikt,MICHELIN Guide Germany,Aachen,m,"Creative, Creative"
959,Maerz - Das Restaurant,MICHELIN Guide Germany,Bietigheim-Bissingen,m,Creative French
960,Maître im Landhaus Kuckuck,MICHELIN Guide Germany,Cologne,m,"Classic French, Classic French"
961,PAVO im Burghotel Falkenstein,MICHELIN Guide Germany,Pfronten,m,"Modern Cuisine, Modern Cuisine"
962,The O'ROOM,MICHELIN Guide Germany,Heringsdorf,m,Creative
963,freustil,MICHELIN Guide Germany,Ostseebad Binz,m,Creative
964,Das Maximilians,MICHELIN Guide Germany,Oberstdorf,m,Modern French
965,Lamm Rosswag,MICHELIN Guide Germany,Vaihingen an der Enz,m,"Modern Cuisine, Modern Cuisine"
966,sein,MICHELIN Guide Germany,Karlsruhe,m,Modern Cuisine
967,Elements,MICHELIN Guide Germany,Dresden,m,"Modern Cuisine, Modern Cuisine"
968,Fritz's Frau Franzi,MICHELIN Guide Germany,Düsseldorf,m,"Creative, Creative"
969,FACIL,MICHELIN Guide Germany,Berlin,n,"Creative, Creative"
970,Acquarello,MICHELIN Guide Germany,Munich,m,"Mediterranean Cuisine, Mediterranean Cuisine"
971,Marly,MICHELIN Guide Germany,Mannheim,m,"Classic Cuisine, Classic Cuisine"
972,Genuss-Atelier,MICHELIN Guide Germany,Dresden,m,"Modern Cuisine, Modern Cuisine"
973,Gasthaus Jakob,MICHELIN Guide Germany,Perasdorf,m,"Classic Cuisine, Classic Cuisine"
974,Ösch Noir,MICHELIN Guide Germany,Donaueschingen,n,"Modern Cuisine, Modern Cuisine"
975,Eckert,MICHELIN Guide Germany,Grenzach-Wyhlen,m,"Creative, Creative"
976,Bembergs Häuschen,MICHELIN Guide Germany,Euskirchen,m,Modern Cuisine
977,La Vallée Verte,MICHELIN Guide Germany,Herleshausen,m,"Creative, Creative"
978,Gourmetrestaurant Nico Burkhardt,MICHELIN Guide Germany,Schorndorf,m,"Modern French, Modern French"
979,PUR,MICHELIN Guide Germany,Berchtesgaden,m,"Classic Cuisine, Classic Cuisine"
980,Zur Tant,MICHELIN Guide Germany,Cologne,m,"Classic Cuisine, Classic Cuisine"
981,Schwarzer Adler,MICHELIN Guide Germany,Vogtsburg im Kaiserstuhl,m,Classic French
982,Entenstuben,MICHELIN Guide Germany,Nuremberg,m,Modern Cuisine
983,360°,MICHELIN Guide Germany,Limburg an der Lahn,m,"Modern Cuisine, Modern Cuisine"
984,Historisches Gasthaus Sanct Peter Restaurant Brogsitter,MICHELIN Guide Germany,Bad Neuenahr-Ahrweiler,m,"Modern Cuisine, Modern Cuisine"
985,THE IZAKAYA,MICHELIN Guide Germany,Wachenheim an der Weinstraße,m,"Modern Cuisine, Modern Cuisine"
986,Esplanade,MICHELIN Guide Germany,Saarbrücken,n,"Classic Cuisine, Classic Cuisine"
987,Schwingshackl ESSKULTUR Gourmet,MICHELIN Guide Germany,Bad Tölz,m,"Classic French, Classic French"
988,Weinsinn,MICHELIN Guide Germany,Frankfurt on the Main,m,"Modern Cuisine, Modern Cuisine"
989,NeoBiota,MICHELIN Guide Germany,Cologne,m,"Modern Cuisine, Modern Cuisine"
990,Sterneck,MICHELIN Guide Germany,Cuxhaven,m,Creative
991,Urgestein im Steinhäuser Hof,MICHELIN Guide Germany,Neustadt an der Weinstraße,m,"Modern Cuisine, Modern Cuisine"
992,Le Moissonnier,MICHELIN Guide Germany,Cologne,n,"Creative French, Creative French"
993,Landwerk,MICHELIN Guide Germany,Wallerfangen,m,"Modern Cuisine, Modern Cuisine"
994,Richard,MICHELIN Guide Germany,Berlin,m,Modern French
995,Bieberbau,MICHELIN Guide Germany,Berlin,m,"Modern Cuisine, Modern Cuisine"
996,ZweiSinn Meiers | Fine Dining,MICHELIN Guide Germany,Nuremberg,m,"Creative, Creative"
997,Alexander Herrmann by Tobias Bätz,MICHELIN Guide Germany,Wirsberg,n,Creative
998,100/200 Kitchen,MICHELIN Guide Germany,Hamburg,m,"Creative, Creative"
999,Restaurant Bareiss,MICHELIN Guide Germany,Baiersbronn,o,"Classic French, Classic French"
1000,DR.KOSCH,MICHELIN Guide Germany,Düsseldorf,m,Modern Cuisine
1001,Essigbrätlein,MICHELIN Guide Germany,Nuremberg,n,"Market Cuisine, Market Cuisine"
1002,Hirsch,MICHELIN Guide Germany,Sonnenbühl,m,"Classic Cuisine, Classic Cuisine"
1003,BjörnsOX,MICHELIN Guide Germany,Dermbach,m,"Creative, Creative"
1004,Pietsch,MICHELIN Guide Germany,Wernigerode,m,"Creative, Creative"
1005,Bachofer,MICHELIN Guide Germany,Waiblingen,m,Creative
1006,Wullenwever,MICHELIN Guide Germany,Lübeck,m,"Classic Cuisine, Classic Cuisine"
1007,Kesselhaus,MICHELIN Guide Germany,Osnabrück,m,"Creative, Creative"
