,Name,Country,City,Michelin_stars,Cuisine
1008,Schwarz Gourmet,MICHELIN Guide Germany,Kirchheim an der Weinstraße,m,"French, French"
1009,Grammons Restaurant,MICHELIN Guide Germany,Dortmund,m,"Contemporary, Contemporary"
1010,Merkles Restaurant,MICHELIN Guide Germany,Endingen am Kaiserstuhl,m,"Modern Cuisine, Modern Cuisine"
1011,Schote,MICHELIN Guide Germany,Essen,m,"Modern Cuisine, Modern Cuisine"
1012,Storchen,MICHELIN Guide Germany,Bad Krozingen-Schmidhofen,m,"Classic Cuisine, Classic Cuisine"
1013,Le Pavillon,MICHELIN Guide Germany,Bad Griesbach,n,Classic French
1014,Seven Swans,MICHELIN Guide Germany,Frankfurt on the Main,m,"Vegan, Vegan"
1015,zeit|geist,MICHELIN Guide Germany,Weingarten,m,"Creative, Creative"
1016,Vendôme,MICHELIN Guide Germany,Bergisch Gladbach,o,"Creative, Creative"
1017,Kin Dee,MICHELIN Guide Germany,Berlin,m,Thai
1018,Gourmet Restaurant avui,MICHELIN Guide Germany,Fellbach,m,Creative
1019,OLIVO,MICHELIN Guide Germany,Stuttgart,n,"Modern Cuisine, Modern Cuisine"
1020,noVa,MICHELIN Guide Germany,Herrenberg,m,"Creative, Creative"
1021,Pottkind,MICHELIN Guide Germany,Cologne,m,"Creative, Creative"
1022,Iuma,MICHELIN Guide Germany,Dortmund,m,"Fusion, Fusion"
1023,KUNO 1408,MICHELIN Guide Germany,Würzburg,m,"Creative, Creative"
1024,tulus lotrek,MICHELIN Guide Germany,Berlin,m,"Modern Cuisine, Modern Cuisine"
1025,Torkel,MICHELIN Guide Switzerland,Vaduz,m,"Modern Cuisine, Modern Cuisine"
1026,Locanda Barbarossa,MICHELIN Guide Switzerland,Ascona,m,Mediterranean Cuisine
1027,La Miranda Gourmet Stübli,MICHELIN Guide Switzerland,Samnaun,m,Modern Cuisine
1028,PRISMA AT FOCUS,MICHELIN Guide Switzerland,Vitznau,m,Modern Cuisine
1029,Les Saisons,MICHELIN Guide Switzerland,Vevey,m,Classic French
1030,Stucki - Tanja Grandits,MICHELIN Guide Switzerland,Basel,n,"Creative, Creative"
1031,Restaurant de l'Hôtel de Ville,MICHELIN Guide Switzerland,Crissier,o,Classic French
1032,Le Murenberg,MICHELIN Guide Switzerland,Bubendorf,m,"Classic Cuisine, Classic Cuisine"
1033,Maison Wenger,MICHELIN Guide Switzerland,Le Noirmont,n,"Modern French, Modern French"
1034,Cheval Blanc by Peter Knogl,MICHELIN Guide Switzerland,Basel,o,Classic French
1035,Seerestaurant Belvédère,MICHELIN Guide Switzerland,Hergiswil,m,"Modern Cuisine, Modern Cuisine"
1036,Damien Germanier,MICHELIN Guide Switzerland,Sion,m,Creative
1037,Tsé Fung,MICHELIN Guide Switzerland,Bellevue,m,Chinese
1038,Sommet,MICHELIN Guide Switzerland,Gstaad,m,Modern Cuisine
1039,Alpenblick,MICHELIN Guide Switzerland,Wilderswil,m,"Creative, Creative"
1040,Auberge de la Croix Blanche,MICHELIN Guide Switzerland,Villarepos,m,Modern Cuisine
1041,Talvo by Dalsass,MICHELIN Guide Switzerland,Saint Moritz,m,Mediterranean Cuisine
1042,Les Ateliers,MICHELIN Guide Switzerland,Vevey,m,"Classic French, Classic French"
1043,Bayview by Michel Roth,MICHELIN Guide Switzerland,Geneva,m,"Modern French, Modern French"
1044,Da Vittorio,MICHELIN Guide Switzerland,Saint Moritz,n,Italian
1045,Alpenblick - Stuba,MICHELIN Guide Switzerland,Adelboden,m,"Modern Cuisine, Modern Cuisine"
1046,focus ATELIER,MICHELIN Guide Switzerland,Vitznau,n,Creative
1047,Galleria Arté al Lago,MICHELIN Guide Switzerland,Lugano,m,Modern Cuisine
1048,Le Berceau des Sens,MICHELIN Guide Switzerland,Lausanne,m,"Modern French, Modern French"
1049,Sihlhalde,MICHELIN Guide Switzerland,Gattikon,m,Classic Cuisine
1050,Locanda Orico,MICHELIN Guide Switzerland,Bellinzona,m,Mediterranean Cuisine
1051,Cà d'Oro,MICHELIN Guide Switzerland,Saint Moritz,n,Mediterranean Cuisine
1052,Attisholz - le feu,MICHELIN Guide Switzerland,Riedholz,m,French
1053,La Brezza,MICHELIN Guide Switzerland,Ascona,m,Mediterranean Cuisine
1054,Rössli - Jägerstübli,MICHELIN Guide Switzerland,Escholzmatt,m,Creative
1055,Wirtshaus Zur Säge,MICHELIN Guide Switzerland,Flüh,m,"Classic French, Classic French"
1056,Café Berra,MICHELIN Guide Switzerland,Monthey,m,Classic French
1057,roots,MICHELIN Guide Switzerland,Basel,m,Modern Cuisine
1058,Ecco,MICHELIN Guide Switzerland,Ascona,n,Creative
1059,Die Rose,MICHELIN Guide Switzerland,Rüschlikon,m,Modern French
1060,Regina Montium,MICHELIN Guide Switzerland,Rigi Kaltbad,m,"Creative, Creative"
1061,Des Trois Tours,MICHELIN Guide Switzerland,Bourguillon,m,Traditional Cuisine
1062,L'Aparté,MICHELIN Guide Switzerland,Geneva,m,Modern French
1063,Neue Blumenau,MICHELIN Guide Switzerland,Lömmenschwil,m,"Country cooking, Country cooking"
1064,the K by mauro colagreco,MICHELIN Guide Switzerland,Saint Moritz,m,French
1065,Le Chat-Botté,MICHELIN Guide Switzerland,Geneva,m,Modern French
1066,Truube,MICHELIN Guide Switzerland,Gais,m,"Country cooking, Country cooking"
1067,Principe Leopoldo,MICHELIN Guide Switzerland,Lugano,m,"Mediterranean Cuisine, Mediterranean Cuisine"
1068,Anne-Sophie Pic,MICHELIN Guide Switzerland,Lausanne,n,Creative
1069,Jägerhof,MICHELIN Guide Switzerland,Sankt Gallen,m,"Modern Cuisine, Modern Cuisine"
1070,Taverne zum Schäfli,MICHELIN Guide Switzerland,Wigoltingen,n,"Classic French, Classic French"
1071,Schloss Schauenstein,MICHELIN Guide Switzerland,Fürstenau,o,"Creative, Creative"
1072,Traube,MICHELIN Guide Switzerland,Trimbach,m,Classic French
1073,La Rôtisserie,MICHELIN Guide Switzerland,Zurich,m,"Modern Cuisine, Modern Cuisine"
1074,L'Etoile - Nova,MICHELIN Guide Switzerland,Galmiz,m,Modern French
1075,1904 Designed by Lagonda,MICHELIN Guide Switzerland,Zurich,m,"Modern Cuisine, Modern Cuisine"
1076,Panorama - Cayenne,MICHELIN Guide Switzerland,Steffisburg,m,Modern French
1077,Ecco St. Moritz,MICHELIN Guide Switzerland,Saint Moritz,n,Creative
1078,La Riva,MICHELIN Guide Switzerland,Lenzerheide,m,"Modern French, Modern French"
1079,Einstein Gourmet,MICHELIN Guide Switzerland,Sankt Gallen,n,"Creative, Creative"
1080,Tosca,MICHELIN Guide Switzerland,Geneva,m,Tuscan
1081,7132 Silver,MICHELIN Guide Switzerland,Vals,n,"Creative, Creative"
1082,Domaine de Châteauvieux,MICHELIN Guide Switzerland,Satigny,n,"Modern French, Modern French"
1083,Table de Mary,MICHELIN Guide Switzerland,Cheseaux-Noréaz,m,Classic French
1084,Sternen - Badstube,MICHELIN Guide Switzerland,Wangen bei Dübendorf,m,Classic Cuisine
1085,La Table du Lausanne Palace,MICHELIN Guide Switzerland,Lausanne,m,Modern French
1086,L'OURS,MICHELIN Guide Switzerland,Crans Montana,m,Modern Cuisine
1087,Du Cerf,MICHELIN Guide Switzerland,Sonceboz,m,Classic French
1088,EquiTable,MICHELIN Guide Switzerland,Zurich,m,Modern Cuisine
1089,mesa,MICHELIN Guide Switzerland,Zurich,m,Modern Cuisine
1090,Le Flacon,MICHELIN Guide Switzerland,Carouge,m,Modern Cuisine
1091,Mammertsberg,MICHELIN Guide Switzerland,Freidorf,m,Classic French
1092,Le Pérolles,MICHELIN Guide Switzerland,Fribourg,m,"Classic French, Classic French"
1093,Neue Taverne,MICHELIN Guide Switzerland,Zurich,m,"Vegetarian, Vegetarian"
1094,The Restaurant,MICHELIN Guide Switzerland,Zurich,n,"Creative, Creative"
1095,Steinhalle,MICHELIN Guide Switzerland,Berne,m,Creative
1096,Osteria TRE,MICHELIN Guide Switzerland,Bubendorf,m,"Italian, Italian"
1097,Le 42,MICHELIN Guide Switzerland,Champéry,m,Modern French
1098,Gasthaus Zur Fernsicht - Incantare,MICHELIN Guide Switzerland,Heiden,n,"Classic Cuisine, Classic Cuisine"
1099,La Table d'Adrien,MICHELIN Guide Switzerland,Verbier,m,"Contemporary, Contemporary"
1100,Gasthaus Zum Gupf,MICHELIN Guide Switzerland,Rehetobel,m,"Classic French, Classic French"
1101,Chesa Stüva Colani,MICHELIN Guide Switzerland,Madulain,m,"Regional Cuisine, Regional Cuisine"
1102,Sonne,MICHELIN Guide Switzerland,Wengi bei Büren,m,"French, French"
1103,Magdalena,MICHELIN Guide Switzerland,Schwyz,n,"Modern Cuisine, Modern Cuisine"
1104,Schlüssel,MICHELIN Guide Switzerland,Oberwil,m,"Mediterranean Cuisine, Mediterranean Cuisine"
1105,Verve by Sven,MICHELIN Guide Switzerland,Bad Ragaz,m,"Modern Cuisine, Modern Cuisine"
1106,La Chaumière by Serge Labrosse,MICHELIN Guide Switzerland,Troinex,m,Modern French
1107,After Seven,MICHELIN Guide Switzerland,Zermatt,m,Creative
1108,Le Café Suisse,MICHELIN Guide Switzerland,Bex,m,Modern Cuisine
1109,Le Cigalon,MICHELIN Guide Switzerland,Thônex,m,Seafood
1110,Vivanda,MICHELIN Guide Switzerland,Brail,m,"Creative, Creative"
1111,Ornellaia,MICHELIN Guide Switzerland,Zurich,m,Italian
1112,Zum Äusseren Stand,MICHELIN Guide Switzerland,Berne,m,"Contemporary, Contemporary"
1113,The Japanese Restaurant,MICHELIN Guide Switzerland,Andermatt,m,"Japanese Contemporary, Japanese Contemporary"
1114,The Japanese by The Chedi,MICHELIN Guide Switzerland,Andermatt,m,"Japanese Contemporary, Japanese Contemporary"
1115,Zur Gedult,MICHELIN Guide Switzerland,Burgdorf,m,International
1116,Guarda Val,MICHELIN Guide Switzerland,Lenzerheide,m,"Regional Cuisine, Regional Cuisine"
1117,Il Lago,MICHELIN Guide Switzerland,Geneva,m,"Italian, Italian"
1118,Maison Manesse,MICHELIN Guide Switzerland,Zurich,m,Creative
1119,Löwen - Apriori,MICHELIN Guide Switzerland,Bubikon,m,"Mediterranean Cuisine, Mediterranean Cuisine"
1120,I Due Sud,MICHELIN Guide Switzerland,Lugano,m,Mediterranean Cuisine
1121,Alpine Gourmet Prato Borni,MICHELIN Guide Switzerland,Zermatt,m,"Creative, Creative"
1122,IGNIV Zürich by Andreas Caminada,MICHELIN Guide Switzerland,Zurich,m,"Sharing, Sharing"
1123,Memories,MICHELIN Guide Switzerland,Bad Ragaz,n,"Creative, Creative"
1124,dasRestaurant,MICHELIN Guide Switzerland,Thun,m,"Modern Cuisine, Modern Cuisine"
1125,IGNIV by Andreas Caminada,MICHELIN Guide Switzerland,Saint Moritz,n,Creative
1126,Widder Restaurant,MICHELIN Guide Switzerland,Zurich,n,"Modern French, Modern French"
1127,Sushi Shin,MICHELIN Guide Switzerland,Zurich,m,Japanese Contemporary
1128,META,MICHELIN Guide Switzerland,Lugano,m,"Mediterranean Cuisine, Mediterranean Cuisine"
1129,UniQuisine Atelier,MICHELIN Guide Switzerland,Stansstad,m,"Modern Cuisine, Modern Cuisine"
1130,Denis Martin,MICHELIN Guide Switzerland,Vevey,m,Creative
1131,L'Ermitage,MICHELIN Guide Switzerland,Vufflens-le-Château,m,Classic Cuisine
1132,Adelboden,MICHELIN Guide Switzerland,Steinen,n,"Classic French, Classic French"
1133,Gasthaus zum Kreuz,MICHELIN Guide Switzerland,Dallenwil,m,"Classic Cuisine, Classic Cuisine"
1134,Segreto,MICHELIN Guide Switzerland,Wittenbach,m,"Creative, Creative"
1135,IGNIV by Andreas Caminada,MICHELIN Guide Switzerland,Bad Ragaz,n,Creative
1136,Le MontBlanc,MICHELIN Guide Switzerland,Crans-Montana,m,Modern French
1137,GÜTSCH by Markus Neff,MICHELIN Guide Switzerland,Andermatt,m,"Classic French, Classic French"
1138,Pavillon,MICHELIN Guide Switzerland,Zurich,n,Classic French
1139,Schlüssel - Nidbergstube,MICHELIN Guide Switzerland,Mels,m,"Classic Cuisine, Classic Cuisine"
1140,Sens,MICHELIN Guide Switzerland,Vitznau,n,"Modern Cuisine, Modern Cuisine"
1141,Bel Etage,MICHELIN Guide Switzerland,Basel,m,"Classic French, Classic French"
1142,RICO'S,MICHELIN Guide Switzerland,Küsnacht,n,"Modern Cuisine, Modern Cuisine"
1143,Sichuan Moon,MICHELIN Guide Macau,Macau,n,Sichuan
1144,8 1/2 Otto e Mezzo - Bombana,MICHELIN Guide Macau,Macau,m,Italian
1145,The Golden Peacock,MICHELIN Guide Macau,Macau,m,Indian
1146,Mizumi (Macau),MICHELIN Guide Macau,Macau,n,Japanese
1147,Zi Yat Heen,MICHELIN Guide Macau,Macau,m,Cantonese
1148,Alain Ducasse at Morpheus,MICHELIN Guide Macau,Macau,n,French Contemporary
1149,Wing Lei Palace,MICHELIN Guide Macau,Macau,m,Cantonese
1150,Lai Heen,MICHELIN Guide Macau,Macau,m,Cantonese
1151,Feng Wei Ju,MICHELIN Guide Macau,Macau,n,"Hunanese, Hunanese"
1152,Jade Dragon,MICHELIN Guide Macau,Macau,o,Cantonese
1153,The Kitchen,MICHELIN Guide Macau,Macau,m,Steakhouse
1154,Robuchon au Dôme,MICHELIN Guide Macau,Macau,o,French Contemporary
1155,Golden Flower,MICHELIN Guide Macau,Macau,n,"Beijing Cuisine, Beijing Cuisine"
1156,Wing Lei,MICHELIN Guide Macau,Macau,n,Cantonese
1157,Pearl Dragon,MICHELIN Guide Macau,Macau,m,Cantonese
1158,Ying,MICHELIN Guide Macau,Macau,m,Cantonese
1159,The Eight,MICHELIN Guide Macau,Macau,o,Cantonese
1160,Liu Yuan Pavilion,MICHELIN Guide Hong Kong,Hong Kong,m,Shanghainese
1161,Vea,MICHELIN Guide Hong Kong,Hong Kong,m,Innovative
1162,Épure,MICHELIN Guide Hong Kong,Hong Kong,m,French Contemporary
1163,Pang's Kitchen,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1164,New Punjab Club,MICHELIN Guide Hong Kong,Hong Kong,m,Indian
1165,Man Wah,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1166,Rùn,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1167,L'Envol,MICHELIN Guide Hong Kong,Hong Kong,n,French Contemporary
1168,Ming Court (Mong Kok),MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1169,Shang Palace,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1170,Summer Palace,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1171,Bo Innovation,MICHELIN Guide Hong Kong,Hong Kong,n,Innovative
1172,Ryota Kappou Modern,MICHELIN Guide Hong Kong,Hong Kong,m,Japanese
1173,8 1/2 Otto e Mezzo - Bombana,MICHELIN Guide Hong Kong,Hong Kong,o,Italian
1174,T'ang Court,MICHELIN Guide Hong Kong,Hong Kong,o,Cantonese
1175,Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui),MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1176,Andō,MICHELIN Guide Hong Kong,Hong Kong,m,Innovative
1177,Man Ho (Admiralty),MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1178,Louise,MICHELIN Guide Hong Kong,Hong Kong,m,French Contemporary
1179,Spring Moon,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1180,Yardbird,MICHELIN Guide Hong Kong,Hong Kong,m,Yakitori
1181,Sushi Shikon,MICHELIN Guide Hong Kong,Hong Kong,o,Sushi
1182,Arcane,MICHELIN Guide Hong Kong,Hong Kong,m,European Contemporary
1183,Petrus,MICHELIN Guide Hong Kong,Hong Kong,m,French
1184,Caprice,MICHELIN Guide Hong Kong,Hong Kong,o,French Contemporary
1185,Sun Tung Lok,MICHELIN Guide Hong Kong,Hong Kong,n,Cantonese
1186,Mandarin Grill + Bar,MICHELIN Guide Hong Kong,Hong Kong,m,European Contemporary
1187,Ah Yat Harbour View,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1188,Xin Rong Ji,MICHELIN Guide Hong Kong,Hong Kong,m,Taizhou
1189,Écriture,MICHELIN Guide Hong Kong,Hong Kong,n,French Contemporary
1190,Octavium,MICHELIN Guide Hong Kong,Hong Kong,m,Italian
1191,Loaf On,MICHELIN Guide Hong Kong,Hong Kong,m,Seafood
1192,Ying Jee Club,MICHELIN Guide Hong Kong,Hong Kong,n,Cantonese
1193,Forum,MICHELIN Guide Hong Kong,Hong Kong,o,Cantonese
1194,Amber,MICHELIN Guide Hong Kong,Hong Kong,n,French Contemporary
1195,Sushi Saito,MICHELIN Guide Hong Kong,Hong Kong,n,Sushi
1196,Tin Lung Heen,MICHELIN Guide Hong Kong,Hong Kong,n,Cantonese
1197,Roganic,MICHELIN Guide Hong Kong,Hong Kong,m,European Contemporary
1198,Kam's Roast Goose,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese Roast Meats
1199,Fook Lam Moon (Wan Chai),MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1200,Lei Garden (Kwun Tong),MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1201,Yat Lok,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese Roast Meats
1202,Takumi by Daisuke Mori,MICHELIN Guide Hong Kong,Hong Kong,m,Innovative
1203,Yan Toh Heen,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1204,Beefbar,MICHELIN Guide Hong Kong,Hong Kong,m,Steakhouse
1205,The Chairman,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1206,Jardin de Jade (Wan Chai),MICHELIN Guide Hong Kong,Hong Kong,m,Shanghainese
1207,Tosca di Angelo,MICHELIN Guide Hong Kong,Hong Kong,m,Italian
1208,Tate,MICHELIN Guide Hong Kong,Hong Kong,n,Innovative
1209,Yè Shanghai (Tsim Sha Tsui),MICHELIN Guide Hong Kong,Hong Kong,m,Shanghainese
1210,Zest by Konishi,MICHELIN Guide Hong Kong,Hong Kong,m,French Contemporary
1211,Ta Vie,MICHELIN Guide Hong Kong,Hong Kong,n,Innovative
1212,Zhejiang Heen,MICHELIN Guide Hong Kong,Hong Kong,m,Zhejiang
1213,Ho Hung Kee (Causeway Bay),MICHELIN Guide Hong Kong,Hong Kong,m,Noodles and Congee
1214,Celebrity Cuisine,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1215,Lung King Heen,MICHELIN Guide Hong Kong,Hong Kong,o,Cantonese
1216,Fu Ho,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1217,Tim Ho Wan (Sham Shui Po),MICHELIN Guide Hong Kong,Hong Kong,m,Dim Sum
1218,Aaharn,MICHELIN Guide Hong Kong,Hong Kong,m,Thai
1219,Gaddi's,MICHELIN Guide Hong Kong,Hong Kong,m,French
1220,Arbor,MICHELIN Guide Hong Kong,Hong Kong,n,Innovative
1221,The Araki,MICHELIN Guide Hong Kong,Hong Kong,m,Sushi
1222,Yat Tung Heen,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1223,L'Atelier de Joël Robuchon,MICHELIN Guide Hong Kong,Hong Kong,o,French Contemporary
1224,Zuicho,MICHELIN Guide Hong Kong,Hong Kong,m,Japanese
1225,Duddell's,MICHELIN Guide Hong Kong,Hong Kong,m,Cantonese
1226,Chestnut,MICHELIN Guide Republic of Ireland,Ballydehob,m,Modern Cuisine
1227,Patrick Guilbaud,MICHELIN Guide Republic of Ireland,Dublin City,n,Modern French
1228,Aniar,MICHELIN Guide Republic of Ireland,Galway,m,"Creative, Creative"
1229,House,MICHELIN Guide Republic of Ireland,Ardmore,m,Modern Cuisine
1230,dede,MICHELIN Guide Republic of Ireland,Baltimore,m,Modern Cuisine
1231,Bastion,MICHELIN Guide Republic of Ireland,Kinsale,m,Modern Cuisine
1232,The Oak Room,MICHELIN Guide Republic of Ireland,Adare,m,Modern Cuisine
1233,Liath,MICHELIN Guide Republic of Ireland,Blackrock,m,Modern Cuisine
1234,Campagne,MICHELIN Guide Republic of Ireland,Kilkenny,m,Modern Cuisine
1235,Ichigo Ichie,MICHELIN Guide Republic of Ireland,Cork,m,Japanese
1236,Variety Jones,MICHELIN Guide Republic of Ireland,Dublin City,m,Modern Cuisine
1237,Lady Helen,MICHELIN Guide Republic of Ireland,Thomastown,m,Modern Cuisine
1238,Greenhouse,MICHELIN Guide Republic of Ireland,Dublin City,n,Modern Cuisine
1239,Aimsir,MICHELIN Guide Republic of Ireland,Celbridge,n,Modern Cuisine
1240,Loam,MICHELIN Guide Republic of Ireland,Galway,m,"Creative, Creative"
1241,Wild Honey Inn,MICHELIN Guide Republic of Ireland,Lisdoonvarna,m,Classic Cuisine
1242,Olive Tree,MICHELIN Guide United Kingdom,Bath,m,Modern Cuisine
1243,Brat,MICHELIN Guide United Kingdom,London,m,Traditional British
1244,The Neptune,MICHELIN Guide United Kingdom,Hunstanton,m,Modern Cuisine
1245,The Cellar,MICHELIN Guide United Kingdom,Anstruther,m,"Modern Cuisine, Modern Cuisine"
1246,The Man Behind The Curtain,MICHELIN Guide United Kingdom,Leeds,m,Creative
1247,L'Ortolan,MICHELIN Guide United Kingdom,Shinfield,m,Modern Cuisine
1248,Le Gavroche,MICHELIN Guide United Kingdom,London,n,French
1249,Seven Park Place,MICHELIN Guide United Kingdom,London,m,Modern Cuisine
1250,The Cross at Kenilworth,MICHELIN Guide United Kingdom,Kenilworth,m,"British Contemporary, British Contemporary"
1251,The Dining Room,MICHELIN Guide United Kingdom,Malmesbury,n,Asian Influences
1252,La Dame de Pic,MICHELIN Guide United Kingdom,London,n,Modern French
1253,Muse,MICHELIN Guide United Kingdom,London,m,"Creative, Creative"
1254,L'Enclume,MICHELIN Guide United Kingdom,Cartmel,n,Creative
1255,Restaurant Gordon Ramsay,MICHELIN Guide United Kingdom,London,o,French
1256,Da Terra,MICHELIN Guide United Kingdom,London,n,Creative
1257,The Ninth,MICHELIN Guide United Kingdom,London,m,Mediterranean Cuisine
1258,Chez Bruce,MICHELIN Guide United Kingdom,London,m,French
1259,Sosban & The Old Butchers,MICHELIN Guide United Kingdom,Menai Bridge,m,Modern Cuisine
1260,Clock House,MICHELIN Guide United Kingdom,Ripley,m,Modern Cuisine
1261,Le Champignon Sauvage,MICHELIN Guide United Kingdom,Cheltenham,m,Modern Cuisine
1262,Opheem,MICHELIN Guide United Kingdom,Birmingham,m,Indian
1263,Lympstone Manor,MICHELIN Guide United Kingdom,Lympstone,m,Modern Cuisine
1264,The Whitebrook,MICHELIN Guide United Kingdom,Whitebrook,m,Creative British
1265,Tony Parkin at The Tudor Room,MICHELIN Guide United Kingdom,Egham,m,Modern Cuisine
1266,Interlude,MICHELIN Guide United Kingdom,Lower Beeding,m,Creative
1267,Restaurant Tristan,MICHELIN Guide United Kingdom,Horsham,m,Modern British
1268,Club Gascon,MICHELIN Guide United Kingdom,London,m,French
1269,Harwood Arms,MICHELIN Guide United Kingdom,London,m,Modern British
1270,Ikoyi,MICHELIN Guide United Kingdom,London,m,Creative
1271,Hjem,MICHELIN Guide United Kingdom,Wall,m,Scandinavian
1272,Davies and Brook,MICHELIN Guide United Kingdom,London,m,Modern Cuisine
1273,Kitchen W8,MICHELIN Guide United Kingdom,London,m,Modern Cuisine
1274,Purnell's,MICHELIN Guide United Kingdom,Birmingham,m,Modern Cuisine
1275,Mãos,MICHELIN Guide United Kingdom,London,m,Innovative
1276,Coworth Park,MICHELIN Guide United Kingdom,Ascot,m,Modern Cuisine
1277,Salt,MICHELIN Guide United Kingdom,Stratford-on-Avon,m,Modern British
